Apoapsis,150km ,Inc,0
 
MET,Mode,dV,TWR,Throttle,Pitch,Q,Alt,Apoapsis,Eta:apo,Periapsis,Circ dV,Stage,Staging,Runmode,Parts
23.2,0,1324.79,1.77,1,77.66,10.74,1866.56,3047.28,15.81,-597897.14,0,1,False,2,22,
23.92,0,1315.82,1.78,1,76.88,11.23,1977.93,3227,16.25,-597841.04,0,1,False,2,22,
24.64,0,1306.8,1.79,1,76.13,11.73,2092.33,3411.36,16.7,-597780.51,0,1,False,2,22,
25.36,0,1297.66,1.8,1,75.4,12.23,2209.73,3600.41,17.14,-597715.69,0,1,False,2,22,
26.06,0,1288.61,1.81,1,74.69,12.74,2330.12,3794.16,17.59,-597646.45,0,1,False,2,22,
26.78,0,1279.44,1.82,1,74.01,13.24,2453.51,3992.66,18.04,-597572.82,0,1,False,2,22,
27.52,0,1270.22,1.83,1,73.34,13.75,2579.88,4195.98,18.48,-597494.84,0,1,False,2,22,
28.24,0,1260.95,1.84,1,72.67,14.26,2709.23,4404.15,18.93,-597412.42,0,1,False,2,22,
28.96,0,1251.56,1.85,1,72.02,14.77,2841.56,4617.19,19.38,-597325.4,0,1,False,2,22,
29.68,0,1242.27,1.86,1,71.38,15.29,2976.86,4835.16,19.83,-597233.71,0,1,False,2,22,
30.4,0,1232.85,1.87,1,70.75,15.81,3115.13,5058.11,20.28,-597137.28,0,1,False,2,22,
31.12,0,1223.38,1.88,1,70.13,16.33,3256.39,5286.11,20.73,-597036.01,0,1,False,2,22,
31.84,0,1213.85,1.89,1,69.52,16.85,3400.62,5519.2,21.18,-596929.77,0,1,False,2,22,
32.56,0,1204.21,1.9,1,68.92,17.37,3547.83,5757.45,21.64,-596818.41,0,1,False,2,22,
33.28,0,1194.65,1.92,1,68.32,17.89,3698.04,6000.88,22.1,-596701.75,0,1,False,2,22,
34,0,1184.97,1.93,1,67.73,18.41,3851.23,6249.57,22.56,-596579.64,0,1,False,2,22,
34.72,0,1175.24,1.94,1,67.15,18.93,4007.43,6503.56,23.03,-596451.91,0,1,False,2,22,
35.44,0,1165.45,1.95,1,66.57,19.44,4166.63,6762.9,23.49,-596318.36,0,1,False,2,22,
36.14,0,1155.54,1.96,1,65.99,19.96,4328.85,7027.64,23.96,-596178.76,0,1,False,2,22,
36.88,0,1145.64,1.97,1,65.42,20.46,4494.08,7297.8,24.44,-596032.9,0,1,False,2,22,
37.6,0,1135.75,1.98,1,64.85,20.97,4662.34,7573.44,24.91,-595880.54,0,1,False,2,22,
38.32,0,1125.74,2,1,64.29,21.47,4833.63,7854.59,25.39,-595721.44,0,1,False,2,22,
39.04,0,1115.67,2.01,1,63.72,21.96,5007.97,8141.31,25.87,-595555.39,0,1,False,2,22,
39.76,0,1105.55,2.02,1,63.16,22.45,5185.35,8433.62,26.36,-595382.1,0,1,False,2,22,
40.48,0,1095.37,2.03,1,62.61,22.92,5365.78,8731.55,26.85,-595201.32,0,1,False,2,22,
41.2,0,1085.13,2.04,1,62.05,23.39,5549.27,9034.67,27.34,-595012.98,0,1,False,2,22,
41.92,0,1074.83,2.06,1,61.5,23.83,5735.79,9341.65,27.83,-594817.6,0,1,False,2,22,
42.64,0,1064.39,2.07,1,60.94,24.25,5925.29,9651.53,28.31,-594615.51,0,1,False,2,22,
43.36,0,1054.05,2.08,1,60.39,24.63,6117.71,9964.08,28.78,-594406.6,0,1,False,2,22,
44.08,0,1043.57,2.1,1,59.85,24.99,6312.98,10279.31,29.25,-594190.63,0,1,False,2,22,
44.8,0,1033.02,2.11,1,59.3,25.32,6511.06,10597.31,29.71,-593967.3,0,1,False,2,22,
45.52,0,1022.42,2.12,1,58.76,25.62,6711.88,10918.26,30.17,-593736.26,0,1,False,2,22,
46.24,0,1011.75,2.13,1,58.22,25.89,6915.42,11242.39,30.62,-593497.11,0,1,False,2,22,
46.96,0,1001.03,2.15,1,57.68,26.14,7121.63,11570.13,31.07,-593249.29,0,1,False,2,22,
47.68,0,990.23,2.16,1,57.14,26.37,7330.5,11902.11,31.53,-592992.06,0,1,False,2,22,
48.38,0,979.38,2.17,1,56.61,26.57,7542.02,12238.71,31.98,-592724.81,0,1,False,2,22,
49.1,0,968.45,2.19,1,56.07,26.76,7756.2,12580.1,32.44,-592447.07,0,1,False,2,22,
49.84,0,957.39,2.2,1,55.54,26.93,7973.03,12926.44,32.9,-592158.36,0,1,False,2,22,
50.56,0,946.41,2.21,1,55.01,27.07,8192.52,13277.92,33.37,-591858.17,0,1,False,2,22,
51.28,0,935.29,2.23,1,54.48,27.19,8414.67,13634.71,33.84,-591545.95,0,1,False,2,22,
52,0,924.03,2.24,1,53.96,27.3,8639.5,13996.91,34.32,-591221.25,0,1,False,2,22,
52.72,0,912.85,2.26,1,53.43,27.35,8867.01,14364.44,34.8,-590883.72,0,1,False,2,22,
53.44,0,901.45,2.27,1,52.91,27.18,9097.22,14737.5,35.29,-590532.76,0,1,False,2,22,
54.14,0,890.13,2.29,1,52.38,27,9330.12,15116.38,35.78,-590167.64,0,1,False,2,22,
54.88,0,878.59,2.3,1,51.86,26.81,9565.74,15501.38,36.28,-589787.62,0,1,False,2,22,
55.6,0,867.12,2.31,1,51.34,26.6,9804.1,15892.77,36.79,-589391.93,0,1,False,2,22,
56.3,0,855.51,2.33,1,50.82,26.39,10045.22,16290.9,37.31,-588979.72,0,1,False,2,22,
57.04,0,843.83,2.34,1,50.3,26.16,10289.13,16696.09,37.83,-588550.08,0,1,False,2,22,
57.76,0,832.08,2.36,1,49.79,25.93,10535.85,17108.68,38.37,-588102.08,0,1,False,2,22,
58.48,0,820.25,2.37,1,49.27,25.69,10785.41,17529.02,38.92,-587634.74,0,1,False,2,22,
59.2,0,808.35,2.39,1,48.75,25.43,11037.87,17957.45,39.48,-587147.05,0,1,False,2,22,
59.92,0,796.3,2.4,1,48.24,25.17,11293.24,18394.29,40.05,-586637.96,0,1,False,2,22,
60.44,0,787.6,2.41,1,47.87,24.98,11479.52,18715.12,40.47,-586256.32,0,1,False,2,22,
61.16,0,775.48,2.43,1,47.35,24.71,11740.02,19167.03,41.06,-585708.34,0,1,False,2,22,
61.88,0,763.3,2.45,1,46.84,24.42,12003.54,19627.41,41.67,-585136.66,0,1,False,2,22,
62.6,0,751.03,2.46,1,46.32,24.12,12270.12,20096.33,42.28,-584540.7,0,1,False,2,22,
63.32,0,738.68,2.48,1,45.81,23.82,12539.78,20573.86,42.91,-583919.63,0,1,False,2,22,
64.04,0,726.25,2.49,1,45.3,23.5,12812.55,21059.99,43.55,-583272.6,0,1,False,2,22,
64.76,0,713.74,2.51,1,44.78,23.17,13088.44,21554.71,44.21,-582598.8,0,1,False,2,22,
65.48,0,701.15,2.53,1,44.27,22.82,13367.47,22057.93,44.87,-581897.44,0,1,False,2,22,
66.2,0,688.48,2.54,1,43.76,22.47,13649.65,22569.53,45.54,-581167.82,0,1,False,2,22,
66.9,0,675.72,2.56,1,43.24,22.09,13935,23089.32,46.23,-580409.27,0,1,False,2,22,
67.64,0,662.87,2.58,1,42.73,21.71,14223.5,23617.05,46.92,-579621.21,0,1,False,2,22,
68.34,0,649.95,2.59,1,42.21,21.31,14515.16,24152.39,47.62,-578803.13,0,1,False,2,22,
69.08,0,636.93,2.61,1,41.7,20.9,14809.97,24695.24,48.34,-577954.2,0,1,False,2,22,
69.78,0,623.82,2.63,1,41.19,20.48,15107.91,25245.65,49.06,-577073.32,0,1,False,2,22,
70.52,0,610.63,2.64,1,40.67,20.05,15408.97,25803.66,49.78,-576159.35,0,1,False,2,22,
71.22,0,597.42,2.66,1,40.16,19.61,15713.14,26369.36,50.52,-575211.1,0,1,False,2,22,
71.94,0,584.05,2.68,1,39.64,19.16,16020.4,26942.8,51.27,-574227.34,0,1,False,2,22,
72.68,0,570.51,2.7,1,39.13,18.68,16330.75,27524.1,52.03,-573206.73,0,1,False,2,22,
73.4,0,557.03,2.72,1,38.62,18.19,16644.15,28113.38,52.8,-572147.85,0,1,False,2,22,
74.12,0,543.37,2.74,1,38.1,17.7,16960.6,28710.74,53.58,-571049.3,0,1,False,2,22,
74.84,0,529.63,2.75,1,37.59,17.21,17280.09,29316.29,54.37,-569909.65,0,1,False,2,22,
75.56,0,515.78,2.77,1,37.08,16.72,17602.59,29930.12,55.17,-568727.4,0,1,False,2,22,
76.26,0,501.84,2.79,1,36.56,16.23,17928.08,30552.34,55.99,-567501.01,0,1,False,2,22,
77,0,487.8,2.81,1,36.05,15.75,18256.56,31183.07,56.82,-566228.89,0,1,False,2,22,
77.72,0,473.66,2.83,1,35.54,15.27,18587.99,31822.44,57.67,-564909.37,0,1,False,2,22,
78.44,0,459.34,2.85,1,35.02,14.79,18922.36,32470.56,58.52,-563540.77,0,1,False,2,22,
79.16,0,445.08,2.87,1,34.51,14.33,19259.65,33127.58,59.4,-562121.3,0,1,False,2,22,
79.86,0,430.55,2.89,1,34,13.87,19599.84,33793.65,60.28,-560649.15,0,1,False,2,22,
80.58,0,416.08,2.91,1,33.49,13.43,19942.9,34468.92,61.19,-559122.42,0,1,False,2,22,
81.3,0,401.35,2.93,1,32.98,12.99,20288.81,35153.57,62.11,-557539.13,0,1,False,2,22,
82.02,0,386.66,2.95,1,32.47,12.56,20637.55,35847.8,63.05,-555897.23,0,1,False,2,22,
82.76,0,371.71,2.97,1,31.96,12.13,20989.08,36551.82,64.01,-554194.56,0,1,False,2,22,
83.48,0,356.8,3,1,31.45,11.71,21343.4,37265.88,64.99,-552428.88,0,1,False,2,22,
84.22,0,341.23,3.01,1,30.92,11.28,21710.42,38009.43,66.01,-550548.51,0,1,False,2,22,
84.72,0,330.75,3.01,0.99,30.57,10.99,21960.02,38515.19,66.71,-549245.36,0,1,False,2,22,
85.46,0,315.23,3.01,0.98,30.05,10.57,22331.75,39267.98,67.75,-547268.89,0,1,False,2,22,
85.96,0,304.74,3.01,0.98,29.7,10.29,22584.46,39779.37,68.46,-545900.35,0,1,False,2,22,
86.68,0,289.22,3.01,0.97,29.17,9.88,22960.67,40540.53,69.52,-543825.26,0,1,False,2,22,
87.44,0,273.7,3.01,0.96,28.65,9.47,23339.44,41306.66,70.59,-541689.47,0,1,False,2,22,
87.94,0,263.21,3.01,0.96,28.3,9.21,23596.77,41827.13,71.32,-540211.29,0,1,False,2,22,
88.68,0,247.68,3.01,0.95,27.78,8.83,23979.64,42601.72,72.41,-537970.81,0,1,False,2,22,
89.4,0,232.16,3.01,0.95,27.26,8.46,24364.84,43381.35,73.51,-535665.95,0,1,False,2,22,
90.14,0,216.62,3.01,0.94,26.75,8.1,24752.3,44166.06,74.63,-533295.3,0,1,False,2,22,
90.9,0,201.09,3.01,0.93,26.23,7.75,25141.93,44955.91,75.76,-530857.44,0,1,False,2,22,
91.4,0,190.6,3.01,0.93,25.88,7.53,25406.37,45492.52,76.53,-529171.4,0,1,False,2,22,
92.14,0,175.06,3.01,0.92,25.37,7.2,25799.45,46291.16,77.69,-526617.65,0,1,False,2,22,
92.64,0,164.57,3.01,0.92,25.02,6.97,26066.16,46833.91,78.48,-524851.78,0,1,False,2,22,
93.14,0,154.07,3.01,0.91,24.68,6.75,26333.73,47379.25,79.28,-523052.74,0,1,False,2,22,
93.64,0,143.57,3.01,0.91,24.33,6.53,26602.14,47927.21,80.09,-521220.01,0,1,False,2,22,
94.14,0,133.07,3.01,0.9,23.99,6.31,26871.37,48477.86,80.91,-519353.09,0,1,False,2,22,
94.86,0,117.54,3.01,0.9,23.48,6,27271.29,49297.89,82.14,-516526.27,0,1,False,2,22,
95.64,0,101.16,3.01,0.89,22.95,5.69,27694.63,50168.98,83.46,-513462.26,0,1,False,2,22,
96.2,0,89.4,3.01,0.88,22.77,5.47,27999.69,50786.16,84.41,-511195.99,0,1,False,2,22,
96.76,0,77.63,3.01,0.88,23.31,5.26,28305.83,51420.03,85.39,-508889.66,0,1,False,2,22,
97.32,0,65.87,3.01,0.87,24.21,5.06,28613.08,52097.38,86.46,-506562.01,0,1,False,2,22,
97.92,0,53.69,3.01,0.87,25.22,4.85,28932.59,52843.55,87.65,-504126.57,0,1,False,2,22,
98.52,0,41.09,3.01,0.86,26.22,4.65,29264.69,53660.09,88.98,-501578.06,0,1,False,2,22,
99.12,0,28.49,3.01,0.86,27.09,4.46,29598.57,54524.55,90.4,-499004.55,0,1,False,2,22,
99.72,0,15.88,3.01,0.85,27.49,4.27,29934.33,55430.73,91.9,-496402.54,0,1,False,2,22,
100.32,0,3.28,3.01,0.85,27.54,4.09,30272.1,56354.78,93.44,-493750.38,0,1,False,2,22,
100.92,0,0,0.65,0.85,27.5,3.87,30622.1,56712.86,93.65,-492723.37,0,1,True,2,22,
101.52,0,0,0,1,27.31,3.66,30948.74,57180.12,94.14,-491393.89,0,1,False,2,12,
