Apoapsis,150km ,Inc,0
 
MET,Mode,dV,TWR,Throttle,Pitch,Q,Alt,Apoapsis,Eta:apo,Periapsis,Circ dV,Stage,Staging,Runmode,Parts
21.32,0,2545.64,1.84,0.93,79.94,9.16,1577.19,2551.53,14.38,-598028.6,0,1,False,2,18,
21.88,0,2534.88,1.85,0.93,79.27,9.59,1656.11,2684.32,14.77,-597993.17,0,1,False,2,18,
22.44,0,2523.69,1.86,0.93,78.63,10.01,1737.07,2820.16,15.15,-597954.91,0,1,False,2,18,
23,0,2512.86,1.87,0.93,78,10.43,1820.06,2959.02,15.53,-597913.87,0,1,False,2,18,
23.56,0,2501.99,1.88,0.93,77.39,10.86,1905.05,3100.91,15.91,-597870.09,0,1,False,2,18,
24.12,0,2491.47,1.89,0.93,76.79,11.29,1992.04,3245.81,16.29,-597823.49,0,1,False,2,18,
24.68,0,2480.14,1.89,0.93,76.21,11.72,2081.01,3393.72,16.66,-597774.11,0,1,False,2,18,
25.24,0,2469.16,1.9,0.93,75.65,12.15,2171.95,3544.67,17.04,-597722.06,0,1,False,2,18,
25.8,0,2458.55,1.91,0.93,75.09,12.58,2264.85,3698.65,17.41,-597667.26,0,1,False,2,18,
26.36,0,2447.5,1.92,0.93,74.55,13.01,2359.71,3855.68,17.78,-597609.72,0,1,False,2,18,
26.92,0,2436.41,1.93,0.93,74.01,13.45,2456.5,4015.79,18.16,-597549.51,0,1,False,2,18,
27.48,0,2425.28,1.94,0.93,73.49,13.88,2555.24,4178.95,18.53,-597486.47,0,1,False,2,18,
28.04,0,2414.12,1.95,0.93,72.97,14.32,2655.91,4345.22,18.9,-597420.69,0,1,False,2,18,
28.6,0,2402.92,1.96,0.93,72.46,14.76,2758.5,4514.6,19.27,-597352.14,0,1,False,2,18,
29.16,0,2391.69,1.97,0.93,71.95,15.19,2863.01,4687.09,19.64,-597280.74,0,1,False,2,18,
29.72,0,2380.41,1.97,0.93,71.45,15.63,2969.44,4862.71,20.01,-597206.44,0,1,False,2,18,
30.28,0,2369.1,1.98,0.93,70.95,16.07,3077.79,5041.47,20.39,-597129.2,0,1,False,2,18,
30.84,0,2357.75,1.99,0.93,70.46,16.51,3188.04,5223.39,20.76,-597048.97,0,1,False,2,18,
31.4,0,2345.87,2,0.93,69.98,16.95,3300.2,5408.49,21.13,-596965.69,0,1,False,2,18,
31.96,0,2334.93,2.01,0.93,69.5,17.38,3414.27,5596.78,21.51,-596879.31,0,1,False,2,18,
32.5,0,2323.05,2.02,0.93,69.02,17.82,3530.24,5788.28,21.88,-596789.74,0,1,False,2,18,
33.06,0,2311.95,2.03,0.93,68.55,18.26,3648.11,5983,22.25,-596696.92,0,1,False,2,18,
33.62,0,2300.4,2.04,0.93,68.08,18.69,3767.88,6180.96,22.63,-596600.77,0,1,False,2,18,
34.18,0,2288.81,2.05,0.93,67.61,19.12,3889.55,6382.17,23.01,-596501.2,0,1,False,2,18,
34.76,0,2277.17,2.06,0.93,67.15,19.55,4013.12,6586.63,23.39,-596398.12,0,1,False,2,18,
35.32,0,2265.08,2.07,0.93,66.69,19.97,4138.59,6794.38,23.76,-596291.44,0,1,False,2,18,
35.88,0,2253.37,2.08,0.93,66.23,20.4,4265.95,7005.41,24.14,-596181.07,0,1,False,2,18,
36.44,0,2241.61,2.09,0.93,65.78,20.82,4395.21,7219.75,24.53,-596066.9,0,1,False,2,18,
37,0,2229.82,2.1,0.93,65.33,21.23,4526.37,7437.4,24.91,-595948.82,0,1,False,2,18,
37.56,0,2218.4,2.11,0.93,64.88,21.64,4659.43,7658.37,25.29,-595826.73,0,1,False,2,18,
38.12,0,2206.52,2.12,0.93,64.43,22.05,4794.38,7882.68,25.68,-595700.53,0,1,False,2,18,
38.66,0,2194.17,2.13,0.93,63.98,22.45,4931.23,8110.36,26.06,-595570.12,0,1,False,2,18,
39.22,0,2182.63,2.14,0.93,63.54,22.84,5069.97,8341.4,26.45,-595435.38,0,1,False,2,18,
39.78,0,2170.62,2.15,0.93,63.09,23.23,5210.61,8575.76,26.84,-595296.19,0,1,False,2,18,
40.34,0,2158.56,2.16,0.93,62.65,23.61,5353.14,8812.99,27.23,-595152.67,0,1,False,2,18,
40.9,0,2146.47,2.17,0.93,62.21,23.97,5497.54,9052.21,27.61,-595005.19,0,1,False,2,18,
41.46,0,2134.32,2.19,0.93,61.77,24.31,5643.77,9292.34,27.99,-594854.25,0,1,False,2,18,
42.04,0,2122.14,2.2,0.93,61.33,24.62,5791.79,9532.88,28.36,-594700.05,0,1,False,2,18,
42.58,0,2109.47,2.21,0.93,60.9,24.91,5941.53,9773.72,28.72,-594542.58,0,1,False,2,18,
43.14,0,2097.63,2.22,0.93,60.46,25.17,6092.95,10014.94,29.07,-594381.68,0,1,False,2,18,
43.7,0,2085.31,2.23,0.93,60.03,25.42,6246,10256.8,29.41,-594217.14,0,1,False,2,18,
44.26,0,2072.94,2.24,0.93,59.6,25.64,6400.65,10499.62,29.75,-594048.65,0,1,False,2,18,
44.82,0,2060.52,2.25,0.93,59.17,25.84,6556.86,10743.73,30.08,-593875.91,0,1,False,2,18,
45.38,0,2048.06,2.26,0.93,58.75,26.02,6714.6,10989.45,30.42,-593698.6,0,1,False,2,18,
45.94,0,2035.55,2.27,0.93,58.32,26.2,6873.88,11237.07,30.75,-593516.43,0,1,False,2,18,
46.5,0,2022.55,2.29,0.93,57.9,26.35,7034.66,11486.83,31.08,-593329.11,0,1,False,2,18,
47.06,0,2009.94,2.3,0.93,57.48,26.5,7196.95,11738.94,31.41,-593136.37,0,1,False,2,18,
47.62,0,1997.74,2.31,0.93,57.06,26.63,7360.75,11993.54,31.74,-592937.97,0,1,False,2,18,
48.2,0,1985.04,2.32,0.93,56.64,26.76,7526.05,12250.75,32.08,-592733.67,0,1,False,2,18,
48.76,0,1972.29,2.33,0.93,56.22,26.87,7692.85,12510.69,32.42,-592523.23,0,1,False,2,18,
49.3,0,1959.49,2.34,0.93,55.81,26.97,7861.16,12773.49,32.76,-592306.38,0,1,False,2,18,
49.88,0,1946.65,2.36,0.93,55.39,27.06,8030.98,13039.29,33.1,-592082.85,0,1,False,2,18,
50.44,0,1933.29,2.37,0.93,54.98,27.14,8202.31,13308.23,33.44,-591852.34,0,1,False,2,18,
51,0,1920.8,2.38,0.93,54.57,27.21,8375.16,13580.46,33.79,-591614.55,0,1,False,2,18,
51.56,0,1907.8,2.39,0.93,54.16,27.26,8549.55,13856.13,34.15,-591369.16,0,1,False,2,18,
52.1,0,1894.28,2.4,0.93,53.75,27.31,8725.48,14135.39,34.5,-591115.84,0,1,False,2,18,
52.66,0,1881.65,2.42,0.93,53.34,27.29,8902.98,14418.4,34.87,-590854.24,0,1,False,2,18,
53.22,0,1868.02,2.43,0.93,52.93,27.14,9082.04,14705.35,35.23,-590583.97,0,1,False,2,18,
53.78,0,1855.29,2.44,0.93,52.52,26.99,9262.69,14996.39,35.61,-590304.67,0,1,False,2,18,
54.34,0,1842.03,2.45,0.93,52.12,26.84,9444.95,15291.55,35.99,-590016.09,0,1,False,2,18,
54.9,0,1828.72,2.47,0.93,51.71,26.68,9628.83,15590.94,36.38,-589717.85,0,1,False,2,18,
55.46,0,1815.35,2.48,0.93,51.31,26.51,9814.34,15894.73,36.77,-589409.56,0,1,False,2,18,
56.04,0,1801.93,2.49,0.93,50.9,26.35,10001.52,16203.08,37.17,-589090.77,0,1,False,2,18,
56.6,0,1787.98,2.51,0.93,50.5,26.18,10190.37,16516.23,37.57,-588760.98,0,1,False,2,18,
57.16,0,1774.93,2.52,0.93,50.1,26,10380.93,16834.42,37.99,-588419.63,0,1,False,2,18,
57.72,0,1761.34,2.53,0.93,49.69,25.83,10573.21,17157.86,38.41,-588066.19,0,1,False,2,18,
58.28,0,1747.7,2.55,0.93,49.29,25.65,10767.24,17486.81,38.84,-587700.06,0,1,False,2,18,
58.84,0,1734.01,2.56,0.93,48.89,25.46,10963.05,17821.45,39.29,-587320.72,0,1,False,2,18,
59.4,0,1720.25,2.57,0.93,48.49,25.28,11160.66,18161.96,39.74,-586927.61,0,1,False,2,18,
59.96,0,1705.95,2.59,0.93,48.09,25.09,11360.11,18508.45,40.2,-586520.25,0,1,False,2,18,
60.56,0,1691.08,2.6,0.93,47.66,24.88,11575.86,18886.39,40.7,-586067.44,0,1,False,2,18,
61.12,0,1677.15,2.61,0.93,47.26,24.68,11779.19,19245.6,41.18,-585629.17,0,1,False,2,18,
61.68,0,1663.16,2.63,0.93,46.86,24.48,11984.44,19610.97,41.67,-585175.12,0,1,False,2,18,
62.24,0,1649.11,2.64,0.93,46.46,24.27,12191.62,19982.61,42.17,-584704.87,0,1,False,2,18,
62.8,0,1635,2.66,0.93,46.06,24.06,12400.77,20360.6,42.68,-584217.93,0,1,False,2,18,
63.36,0,1620.82,2.67,0.93,45.66,23.83,12611.89,20744.96,43.2,-583713.85,0,1,False,2,18,
63.92,0,1606.59,2.68,0.93,45.26,23.61,12825.03,21135.7,43.73,-583192.15,0,1,False,2,18,
64.48,0,1592.3,2.7,0.93,44.86,23.37,13040.18,21532.79,44.27,-582652.43,0,1,False,2,18,
65.04,0,1577.94,2.71,0.93,44.46,23.13,13257.38,21936.17,44.82,-582094.27,0,1,False,2,18,
65.6,0,1563.52,2.73,0.93,44.06,22.88,13476.62,22345.77,45.38,-581517.32,0,1,False,2,18,
66.14,0,1549.04,2.74,0.93,43.66,22.62,13697.94,22761.44,45.94,-580921.25,0,1,False,2,18,
66.7,0,1534.5,2.76,0.93,43.25,22.36,13921.32,23183.03,46.51,-580305.79,0,1,False,2,18,
67.26,0,1519.89,2.77,0.93,42.85,22.08,14146.78,23610.33,47.09,-579670.73,0,1,False,2,18,
67.82,0,1505.22,2.79,0.93,42.45,21.79,14374.31,24043.08,47.68,-579015.89,0,1,False,2,18,
68.4,0,1490.48,2.8,0.93,42.05,21.49,14603.93,24481.2,48.27,-578340.89,0,1,False,2,18,
68.96,0,1475.67,2.82,0.93,41.64,21.19,14835.61,24924.71,48.87,-577645.1,0,1,False,2,18,
69.52,0,1460.8,2.83,0.93,41.24,20.88,15069.36,25373.67,49.48,-576927.92,0,1,False,2,18,
70.08,0,1445.87,2.85,0.93,40.84,20.56,15305.18,25828.12,50.09,-576188.67,0,1,False,2,18,
70.62,0,1430.86,2.86,0.93,40.43,20.23,15543.05,26288.11,50.71,-575426.7,0,1,False,2,18,
71.2,0,1415.79,2.88,0.93,40.03,19.89,15782.98,26753.7,51.34,-574641.31,0,1,False,2,18,
71.76,0,1401.19,2.9,0.93,39.63,19.56,16024.97,27224.95,51.97,-573831.79,0,1,False,2,18,
72.32,0,1385.98,2.91,0.93,39.22,19.19,16268.99,27701.93,52.61,-572997.35,0,1,False,2,18,
72.86,0,1370.7,2.93,0.93,38.82,18.82,16515.06,28184.76,53.26,-572137.14,0,1,False,2,18,
73.44,0,1355.35,2.95,0.93,38.41,18.44,16763.17,28673.52,53.92,-571250.37,0,1,False,2,18,
74,0,1339.37,2.96,0.93,38.01,18.06,17013.3,29168.28,54.59,-570336.22,0,1,False,2,18,
74.54,0,1324.43,2.98,0.93,37.6,17.68,17265.46,29669.1,55.26,-569393.85,0,1,False,2,18,
75.1,0,1308.87,3,0.93,37.2,17.3,17519.64,30176.08,55.95,-568422.39,0,1,False,2,18,
75.68,0,1292.12,3.01,0.92,36.78,16.9,17785.01,30707.14,56.67,-567385.66,0,1,False,2,18,
76.26,0,1276.49,3.01,0.92,36.37,16.52,18043.26,31223.33,57.36,-566359.33,0,1,False,2,18,
76.82,0,1260.87,3.01,0.91,35.97,16.13,18303.45,31742.34,58.06,-565308.12,0,1,False,2,18,
77.36,0,1245.28,3.01,0.91,35.56,15.75,18565.57,32264.15,58.76,-564231.59,0,1,False,2,18,
77.94,0,1229.7,3.01,0.9,35.16,15.36,18829.55,32788.72,59.47,-563129.26,0,1,False,2,18,
78.5,0,1214.14,3.01,0.9,34.75,14.98,19095.38,33316.01,60.17,-562000.63,0,1,False,2,18,
79.06,0,1198.59,3.01,0.89,34.35,14.6,19363.02,33845.96,60.88,-560845.19,0,1,False,2,18,
79.62,0,1183.05,3.01,0.89,33.94,14.23,19632.42,34378.53,61.59,-559662.44,0,1,False,2,18,
80.18,0,1167.53,3.01,0.88,33.54,13.85,19903.55,34913.68,62.3,-558451.87,0,1,False,2,18,
80.72,0,1152.03,3.01,0.88,33.13,13.48,20176.37,35451.37,63.02,-557212.96,0,1,False,2,18,
81.3,0,1136.54,3.01,0.87,32.73,13.12,20450.86,35991.57,63.74,-555945.18,0,1,False,2,18,
81.86,0,1121.06,3.01,0.87,32.32,12.75,20726.96,36534.25,64.46,-554648,0,1,False,2,18,
82.4,0,1105.6,3.01,0.86,31.92,12.39,21004.65,37079.39,65.19,-553320.86,0,1,False,2,18,
82.98,0,1090.16,3.01,0.86,31.52,12.04,21283.89,37626.99,65.92,-551963.18,0,1,False,2,18,
83.54,0,1074.73,3.01,0.85,31.11,11.68,21564.64,38177.06,66.65,-550574.38,0,1,False,2,18,
84.08,0,1059.32,3.01,0.85,30.71,11.33,21846.87,38729.6,67.39,-549153.88,0,1,False,2,18,
84.64,0,1043.92,3.01,0.84,30.31,10.98,22130.55,39284.61,68.14,-547701.07,0,1,False,2,18,
85.22,0,1028.54,3.01,0.84,29.91,10.64,22415.63,39842.1,68.89,-546215.37,0,1,False,2,18,
85.78,0,1013.17,3.01,0.83,29.51,10.3,22702.09,40402.09,69.65,-544696.18,0,1,False,2,18,
86.34,0,997.82,3.01,0.83,29.11,9.97,22989.88,40964.58,70.41,-543142.91,0,1,False,2,18,
86.9,0,982.48,3.01,0.83,28.71,9.65,23278.98,41529.58,71.18,-541554.96,0,1,False,2,18,
87.44,0,967.16,3.01,0.82,28.32,9.34,23569.35,42097.11,71.95,-539931.74,0,1,False,2,18,
88.02,0,951.85,3.01,0.82,27.92,9.03,23860.96,42667.17,72.73,-538272.64,0,1,False,2,18,
88.58,0,936.56,3.01,0.81,27.52,8.73,24153.77,43239.79,73.52,-536577.07,0,1,False,2,18,
89.14,0,921.28,3.01,0.81,27.13,8.44,24447.74,43814.97,74.32,-534844.42,0,1,False,2,18,
89.7,0,906.02,3.01,0.8,26.74,8.16,24742.86,44392.74,75.13,-533074.09,0,1,False,2,18,
90.26,0,890.77,3.01,0.8,26.34,7.89,25039.07,44973.12,75.94,-531265.47,0,1,False,2,18,
90.82,0,875.54,3.01,0.79,25.95,7.63,25336.35,45556.13,76.76,-529417.93,0,1,False,2,18,
91.36,0,860.32,3.01,0.79,25.56,7.37,25634.67,46141.81,77.59,-527530.84,0,1,False,2,18,
91.92,0,845.12,3.01,0.78,25.17,7.11,25933.98,46730.23,78.43,-525603.5,0,1,False,2,18,
92.5,0,829.93,3.01,0.78,24.78,6.85,26234.27,47321.57,79.28,-523635.01,0,1,False,2,18,
93.06,0,814.76,3.01,0.78,24.39,6.6,26535.49,47915.91,80.15,-521624.65,0,1,False,2,18,
93.6,0,799.61,3.01,0.77,24.01,6.35,26837.62,48513.33,81.02,-519571.71,0,1,False,2,18,
94.16,0,784.47,3.01,0.77,23.62,6.11,27140.63,49113.92,81.9,-517475.46,0,1,False,2,18,
94.74,0,769.34,3.01,0.76,23.24,5.88,27444.48,49717.79,82.8,-515335.16,0,1,False,2,18,
95.3,0,754.23,3.01,0.76,22.85,5.65,27749.14,50325.03,83.71,-513150.04,0,1,False,2,18,
95.86,0,739.13,3.01,0.75,22.47,5.43,28054.59,50935.75,84.63,-510919.38,0,1,False,2,18,
96.42,0,724.05,3.01,0.75,22.09,5.22,28360.79,51550.04,85.57,-508642.41,0,1,False,2,18,
96.96,0,708.99,3.01,0.75,21.71,5.01,28667.72,52168.03,86.53,-506318.38,0,1,False,2,18,
97.52,0,693.94,3.01,0.74,21.33,4.81,28975.33,52789.82,87.49,-503946.53,0,1,False,2,18,
98.1,0,678.9,3.01,0.74,20.96,4.63,29283.62,53415.53,88.48,-501526.08,0,1,False,2,18,
98.64,0,663.88,3.01,0.73,20.58,4.44,29592.53,54045.28,89.48,-499056.28,0,1,False,2,18,
99.2,0,648.87,3.01,0.73,20.2,4.27,29902.06,54679.21,90.5,-496536.34,0,1,False,2,18,
99.78,0,633.88,3.01,0.73,19.83,4.1,30212.16,55317.43,91.53,-493965.46,0,1,False,2,18,
100.32,0,618.91,3.01,0.72,19.48,3.94,30522.82,55959.12,92.59,-491342.03,0,1,False,2,18,
100.9,0,603.95,3.01,0.72,19.18,3.79,30834.01,56606.5,93.66,-488666.55,0,1,False,2,18,
101.44,0,589,3.01,0.71,18.91,3.65,31145.72,57262.02,94.76,-485939.62,0,1,False,2,18,
102.02,0,574.07,3.01,0.71,18.66,3.51,31457.93,57926.16,95.89,-483160.44,0,1,False,2,18,
102.56,0,559.15,3.01,0.71,18.42,3.38,31770.63,58599.21,97.05,-480328.15,0,1,False,2,18,
103.14,0,544.25,3.01,0.7,18.18,3.25,32083.81,59281.57,98.24,-477442.01,0,1,False,2,18,
103.68,0,529.37,3.01,0.7,17.95,3.13,32397.47,59973.75,99.46,-474501.28,0,1,False,2,18,
104.26,0,514.49,3.01,0.69,17.73,3.01,32711.61,60676.21,100.72,-471505.19,0,1,False,2,18,
104.8,0,499.64,3.01,0.69,17.51,2.9,33026.21,61389.45,102,-468452.92,0,1,False,2,18,
105.36,0,484.8,3.01,0.69,17.29,2.79,33341.28,62114,103.33,-465343.64,0,1,False,2,18,
105.92,0,469.97,3.01,0.68,17.08,2.68,33656.8,62850.36,104.69,-462176.44,0,1,False,2,18,
106.5,0,455.16,3.01,0.68,16.87,2.58,33972.78,63599.09,106.09,-458950.42,0,1,False,2,18,
107.06,0,440.36,3.01,0.68,16.65,2.48,34289.22,64364.52,107.54,-455667.61,0,1,False,2,18,
107.62,0,425.58,3.01,0.67,15.68,2.39,34605.9,65156.45,109.06,-452337.27,0,1,False,2,18,
108.18,0,410.81,3.01,0.67,14.72,2.29,34922.92,65892.87,110.5,-448900.27,0,1,False,2,18,
108.74,0,396.06,3.01,0.67,14.19,2.2,35240.23,66631.64,111.96,-445395.8,0,1,False,2,18,
109.3,0,381.32,3.01,0.66,13.8,2.12,35557.71,67384.06,113.47,-441828.06,0,1,False,2,18,
109.86,0,366.6,3.01,0.66,13.43,2.03,35875.3,68146.76,115.02,-438193.05,0,1,False,2,18,
110.42,0,351.89,3.01,0.65,13.05,1.95,36192.97,68918.22,116.61,-434488.39,0,1,False,2,18,
110.98,0,337.2,3.01,0.65,12.69,1.88,36510.7,69699.04,118.24,-430713.02,0,1,False,2,18,
111.52,0,322.52,3.01,0.65,12.32,1.81,36828.45,70490.16,119.92,-426866.04,0,1,False,2,18,
112.1,0,307.86,3.01,0.64,11.97,1.74,37146.19,71292.36,121.65,-422946.41,0,1,False,2,18,
112.66,0,293.21,3.01,0.64,11.62,1.67,37463.92,72106.38,123.42,-418953.02,0,1,False,2,18,
113.2,0,278.57,3.01,0.64,11.28,1.61,37781.59,72932.92,125.25,-414884.75,0,1,False,2,18,
113.76,0,263.95,3.01,0.63,10.93,1.55,38099.19,73772.67,127.14,-410740.52,0,1,False,2,18,
114.34,0,249.35,3.01,0.63,10.59,1.5,38416.69,74626.26,129.08,-406519.41,0,1,False,2,18,
114.9,0,234.76,3.01,0.63,10.26,1.45,38734.07,75494.5,131.09,-402220.25,0,1,False,2,18,
115.46,0,220.18,3.01,0.62,9.92,1.4,39051.31,76378.23,133.16,-397841.86,0,1,False,2,18,
116.02,0,205.62,3.01,0.62,9.59,1.36,39368.39,77278.39,135.29,-393383,0,1,False,2,18,
116.58,0,191.07,3.01,0.62,9.26,1.31,39685.28,78195.93,137.51,-388842.48,0,1,False,2,18,
117.14,0,176.54,3.01,0.61,8.93,1.27,40001.96,79131.9,139.79,-384219.05,0,1,False,2,18,
117.7,0,162.02,3.01,0.61,8.6,1.23,40318.41,80087.43,142.16,-379511.5,0,1,False,2,18,
118.26,0,147.52,3.01,0.61,8.27,1.19,40634.62,81063.73,144.61,-374718.58,0,1,False,2,18,
118.82,0,133.03,3.01,0.6,7.95,1.16,40950.56,82062.1,147.15,-369839.04,0,1,False,2,18,
119.38,0,118.55,3.01,0.6,7.63,1.12,41266.2,83083.94,149.79,-364871.69,0,1,False,2,18,
119.94,0,104.09,3.01,0.6,7.3,1.09,41581.54,84130.59,152.53,-359815.52,0,1,False,2,18,
120.64,0,86.03,3.01,0.59,7.1,1.05,41975.3,85443.62,156.04,-353353.88,0,1,False,2,18,
121.32,0,68.51,3,0.59,8.6,1.01,42357.75,86770.49,159.64,-346940.71,0,1,False,2,18,
121.98,0,51.73,2.94,0.57,11.08,0.97,42729.1,88258.43,163.56,-340736.44,0,1,False,2,18,
122.64,0,35.36,2.87,0.56,13.78,0.94,43100.94,89926.93,167.85,-334648.72,0,1,False,2,18,
123.3,0,19.44,2.79,0.54,16.39,0.9,43473.69,91752.77,172.44,-328703.1,0,1,False,2,18,
123.94,0,4.02,2.7,0.52,18.35,0.87,43847.68,93760.41,177.36,-322979.65,0,1,False,2,18,
124.62,0,0,0,0.01,19.25,0.82,44222.18,94262.61,178.08,-321608.27,0,1,True,2,18,
125.18,0,0,0,0.01,19.73,0.78,44538.89,94456.22,177.97,-321334.13,0,2,True,2,8,
125.78,0,0,0,0.01,19.36,0.74,44877.14,94420.27,177.27,-321435.36,0,2,True,2,8,
126.38,0,0,0,0.01,19,0.7,45214.17,94386.72,176.57,-321530.47,0,2,True,2,8,
126.98,0,0,0,0.01,18.88,0.67,45550,94355.28,175.88,-321620.3,0,2,True,2,8,
127.58,0,0,0,0.01,18.84,0.63,45884.61,94325.67,175.2,-321705.59,0,2,True,2,8,
128.18,0,0,0,0.01,18.8,0.6,46218.02,94297.75,174.52,-321786.68,0,2,True,2,8,
128.76,0,0,0,0.01,18.75,0.57,46550.2,94271.41,173.85,-321863.8,0,2,True,2,8,
129.28,0,1017.47,-0.01,-0.01,18.7,0.55,46826.1,94251.79,173.29,-321921.69,0,2,True,2,8,
129.88,0,1017,0.21,0.19,18.64,0.52,47156.11,94294.81,172.82,-321793.81,0,2,True,2,8,
130.46,0,1015.35,0.43,0.39,18.28,0.49,47485.1,94487.11,172.76,-321250.45,0,2,False,2,8,
130.98,0,1013.16,0.61,0.56,14.75,0.47,47758.46,94761.6,173.03,-320481.75,0,2,False,2,8,
131.48,0,1010.2,0.8,0.73,9.82,0.45,48031.22,95064.96,173.47,-319354.3,0,2,False,2,8,
131.98,0,1006.47,0.98,0.89,6.78,0.44,48303.53,95400.46,174.08,-317882.21,0,2,False,2,8,
132.54,0,1001.27,1.1,1,5.37,0.42,48618.77,95856.74,175.04,-315800.49,0,2,False,2,8,
133.08,0,996.45,1.1,1,4.9,0.4,48900.74,96282.35,175.96,-313854.59,0,2,False,2,8,
133.6,0,991.62,1.1,1,4.57,0.38,49182.04,96710.87,176.9,-311891.85,0,2,False,2,8,
134.12,0,986.79,1.11,1,4.28,0.37,49462.66,97140.77,177.86,-309911.51,0,2,False,2,8,
134.64,0,981.96,1.11,1,4.06,0.35,49742.6,97572.62,178.83,-307913.63,0,2,False,2,8,
135.16,0,977.12,1.11,1,3.94,0.34,50021.85,98008.25,179.83,-305898.74,0,2,False,2,8,
135.68,0,972.27,1.11,1,3.9,0.33,50300.43,98449.42,180.84,-303867.26,0,2,False,2,8,
136.2,0,967.42,1.12,1,3.92,0.31,50578.33,98897.32,181.88,-301819.47,0,2,False,2,8,
136.72,0,962.56,1.12,1,3.96,0.3,50855.56,99352.69,182.95,-299755.49,0,2,False,2,8,
