Apoapsis,150km ,Inc,0
 
MET,Mode,dV,TWR,Throttle,Pitch,Q,Alt,Apoapsis,Eta:apo,Periapsis,Circ dV,Stage,Staging,Runmode,Parts
137.3,0,957.32,1.12,1,4.04,0.29,51164.01,99869.98,184.18,-297434.33,0,2,False,2,8,
137.86,0,952.02,1.07,0.95,4.12,0.27,51471.66,100383.63,185.39,-295153.67,0,2,False,2,8,
138.46,0,946.95,1.02,0.91,4.21,0.26,51778.52,100882.64,186.56,-292960.26,0,2,False,2,8,
139.04,0,942.11,0.98,0.87,4.3,0.25,52084.59,101365.83,187.67,-290856.58,0,2,False,2,8,
139.62,0,937.51,0.93,0.82,4.38,0.24,52389.87,101831.91,188.72,-288845.41,0,2,False,2,8,
140.18,0,933.15,0.88,0.78,4.46,0.23,52694.38,102279.57,189.71,-286929.4,0,2,False,2,8,
140.78,0,929.03,0.83,0.73,4.53,0.22,52998.1,102707.53,190.63,-285111.1,0,2,False,2,8,
141.36,0,925.15,0.78,0.69,4.6,0.21,53301.06,103114.55,191.48,-283392.95,0,2,False,2,8,
141.92,0,921.52,0.73,0.64,4.66,0.2,53603.23,103499.42,192.25,-281777.28,0,2,False,2,8,
142.52,0,918.11,0.7,0.61,4.71,0.19,53904.63,103864.14,192.96,-280253.6,0,2,False,2,8,
143.1,0,914.74,0.7,0.61,4.75,0.18,54205.26,104228.27,193.67,-278740.44,0,2,False,2,8,
143.68,0,911.38,0.7,0.61,4.79,0.17,54505.12,104595.92,194.39,-277220.79,0,2,False,2,8,
144.24,0,908.02,0.7,0.61,4.82,0.16,54804.22,104967.08,195.12,-275694.69,0,2,False,2,8,
144.84,0,904.67,0.7,0.61,4.85,0.15,55102.57,105341.71,195.87,-274162.15,0,2,False,2,8,
145.42,0,901.32,0.7,0.61,4.88,0.15,55400.19,105719.8,196.63,-272623.2,0,2,False,2,8,
145.98,0,897.97,0.7,0.61,4.9,0.14,55697.07,106101.34,197.4,-271077.87,0,2,False,2,8,
146.58,0,894.62,0.7,0.61,4.92,0.13,55993.24,106486.33,198.2,-269526.2,0,2,False,2,8,
147.16,0,891.28,0.7,0.61,4.93,0.13,56288.68,106874.78,199,-267968.19,0,2,False,2,8,
147.74,0,887.94,0.7,0.61,4.95,0.12,56583.41,107266.71,199.82,-266403.87,0,2,False,2,8,
148.32,0,884.6,0.7,0.6,4.96,0.11,56877.45,107662.13,200.65,-264833.28,0,2,False,2,8,
148.9,0,881.27,0.7,0.6,4.97,0.11,57170.79,108061.08,201.5,-263256.42,0,2,False,2,8,
149.48,0,877.94,0.7,0.6,4.98,0.1,57463.44,108463.58,202.37,-261673.35,0,2,False,2,8,
150.04,0,874.61,0.7,0.6,4.98,0.1,57755.41,108869.68,203.25,-260084.05,0,2,False,2,8,
150.64,0,871.28,0.7,0.6,4.99,0.09,58046.71,109279.42,204.14,-258488.54,0,2,False,2,8,
151.22,0,867.96,0.7,0.6,4.99,0.09,58337.35,109692.85,205.06,-256886.84,0,2,False,2,8,
151.8,0,864.64,0.7,0.6,5,0.08,58627.33,110110,205.98,-255279.01,0,2,False,2,8,
152.36,0,861.33,0.7,0.6,5,0.08,58916.65,110530.9,206.93,-253665.15,0,2,False,2,8,
152.94,0,858.01,0.7,0.6,5,0.07,59205.33,110955.59,207.88,-252045.33,0,2,False,2,8,
153.54,0,854.7,0.7,0.6,5.01,0.07,59493.37,111384.11,208.86,-250419.64,0,2,False,2,8,
154.12,0,851.39,0.7,0.59,5.01,0.07,59780.78,111816.5,209.85,-248788.12,0,2,False,2,8,
154.7,0,848.09,0.7,0.59,5.01,0.06,60067.57,112252.82,210.86,-247150.85,0,2,False,2,8,
155.28,0,844.79,0.7,0.59,5.01,0.06,60353.73,112693.12,211.89,-245507.86,0,2,False,2,8,
155.86,0,841.49,0.7,0.59,5.01,0.06,60639.29,113137.46,212.93,-243859.21,0,2,False,2,8,
156.4,0,838.06,0.7,0.59,5.02,0.05,60914.42,113571.09,213.96,-242259.97,0,2,False,2,6,
157.02,0,834.55,0.7,0.59,5.01,0.05,61218.39,114055.2,215.11,-240484.42,0,2,False,2,6,
157.64,0,831.05,0.7,0.59,5.01,0.05,61521.67,114544.04,216.29,-238702.53,0,2,False,2,6,
158.28,0,827.55,0.7,0.59,5.01,0.04,61824.29,115037.82,217.48,-236914.39,0,2,False,2,6,
158.9,0,824.05,0.7,0.58,5.01,0.04,62126.24,115536.68,218.7,-235120.06,0,2,False,2,6,
159.4,0,821.23,0.7,0.58,5.02,0.04,62369.28,115942.73,219.69,-233668.52,0,2,False,2,6,
160.02,0,817.74,0.7,0.58,5.02,0.04,62670.06,116450.96,220.95,-231863.07,0,2,False,2,6,
160.62,0,814.26,0.7,0.58,5.02,0.03,62970.2,116964.52,222.23,-230051.49,0,2,False,2,6,
161.26,0,810.77,0.7,0.58,5.02,0.03,63269.71,117483.52,223.53,-228233.78,0,2,False,2,6,
161.88,0,807.29,0.7,0.58,5.02,0.03,63568.6,118008.1,224.85,-226409.98,0,2,False,2,6,
162.5,0,803.81,0.7,0.58,5.02,0.03,63866.87,118538.37,226.2,-224580.1,0,2,False,2,6,
163.1,0,800.34,0.7,0.58,5.02,0.03,64164.54,119074.46,227.57,-222744.16,0,2,False,2,6,
163.74,0,796.87,0.7,0.58,5.02,0.02,64461.6,119616.5,228.97,-220902.19,0,2,False,2,6,
164.24,0,794.07,0.7,0.58,5.02,0.02,64700.74,120058.05,230.11,-219412.34,0,2,False,2,6,
164.86,0,790.61,0.7,0.58,5.02,0.02,64996.74,120611.18,231.56,-217559.54,0,2,False,2,6,
165.48,0,787.14,0.7,0.57,5.02,0.02,65292.16,121170.65,233.03,-215700.79,0,2,False,2,6,
166.08,0,783.68,0.7,0.57,5.02,0.02,65587.01,121736.58,234.52,-213836.13,0,2,False,2,6,
166.72,0,780.23,0.7,0.57,5.02,0.01,65881.3,122309.13,236.04,-211965.61,0,2,False,2,6,
167.22,0,777.44,0.7,0.57,5.02,0.01,66118.22,122775.79,237.29,-210452.88,0,2,False,2,6,
167.82,0,773.99,0.7,0.57,5.02,0.01,66411.51,123360.67,238.86,-208571.9,0,2,False,2,6,
168.46,0,770.54,0.7,0.57,5.02,0.01,66704.26,123952.58,240.46,-206685.22,0,2,False,2,6,
169.08,0,767.1,0.7,0.57,5.02,0.01,66996.47,124551.67,242.09,-204792.91,0,2,False,2,6,
169.7,0,763.65,0.7,0.57,5.02,0.01,67288.16,125158.09,243.74,-202895.07,0,2,False,2,6,
170.3,0,760.21,0.7,0.57,5.02,0.01,67579.33,125771.98,245.43,-200991.84,0,2,False,2,6,
170.94,0,756.78,0.7,0.57,5.02,0,67869.99,126393.48,247.15,-199083.32,0,2,False,2,6,
171.54,0,753.35,0.7,0.56,5.02,0,68160.14,127022.76,248.9,-197169.62,0,2,False,2,6,
172.16,0,749.91,0.7,0.56,5.02,0,68449.8,127659.97,250.68,-195250.84,0,2,False,2,6,
172.8,0,746.49,0.7,0.56,5.02,0,68738.97,128305.29,252.49,-193327.08,0,2,False,2,6,
173.3,0,743.73,0.7,0.56,5.02,0,68971.82,128831.72,253.97,-191772.11,0,2,False,2,6,
173.9,0,740.3,0.7,0.56,5.02,0,69260.13,129492.1,255.85,-189839.68,0,2,False,2,6,
174.54,0,736.89,0.7,0.56,5.02,0,69547.97,130161.04,257.75,-187902.66,0,2,False,2,6,
175.16,0,733.47,0.7,0.56,5.02,0,69835.35,130838.68,259.69,-185961.26,0,2,False,2,6,
175.8,0,729.95,0.7,0.56,5.02,0,70131.53,131547.48,261.72,-183952.86,0,2,False,2,6,
176.42,0,726.54,0.7,0.56,5.02,0,70417.99,132243.31,263.73,-182003.17,0,2,False,2,6,
177.02,0,723.13,0.7,0.56,5.02,0,70704.02,132948.35,265.77,-180049.61,0,2,False,2,6,
177.66,0,719.72,0.7,0.56,5.02,0,70989.63,133662.83,267.85,-178092.29,0,2,False,2,6,
178.26,0,716.32,0.7,0.56,5.02,0,71274.81,134386.96,269.97,-176131.33,0,2,False,2,6,
178.9,0,712.92,0.7,0.55,5.02,0,71559.57,135120.94,272.12,-174166.84,0,2,False,2,6,
179.52,0,709.53,0.7,0.55,5.02,0,71843.92,135865,274.31,-172198.96,0,2,False,2,6,
180.2,0,705.81,0.7,0.55,5.02,0,72155.32,136692.94,276.76,-170036.88,0,2,False,2,6,
180.8,0,702.42,0.7,0.55,5.02,0,72438.84,137458.9,279.03,-168062.29,0,2,False,2,6,
181.44,0,699.03,0.7,0.55,5.02,0,72721.97,138235.68,281.34,-166084.74,0,2,False,2,6,
182.06,0,695.65,0.7,0.55,5.02,0,73004.73,139023.49,283.69,-164104.34,0,2,False,2,6,
182.68,0,692.27,0.7,0.55,5.02,0,73287.11,139822.6,286.09,-162121.23,0,2,False,2,6,
183.3,0,688.89,0.7,0.55,5.02,0,73569.13,140633.3,288.52,-160135.59,0,2,False,2,6,
183.9,0,685.51,0.7,0.55,5.02,0,73850.79,141455.81,291,-158147.56,0,2,False,2,6,
184.52,0,682.14,0.7,0.55,5.02,0,74132.1,142290.42,293.53,-156157.31,0,2,False,2,6,
185.16,0,678.77,0.7,0.55,5.02,0,74413.07,143137.4,296.09,-154164.99,0,2,False,2,6,
185.78,0,675.4,0.7,0.54,5.02,0,74693.7,143997.01,298.7,-152170.78,0,2,False,2,6,
186.4,0,672.04,0.7,0.54,5.02,0,74974,144869.56,301.36,-150174.85,0,2,False,2,6,
187,0,668.68,0.7,0.54,5.02,0,75253.99,145755.32,304.06,-148177.39,0,2,False,2,6,
187.62,0,665.32,0.7,0.54,5.02,0,75533.66,146654.61,306.81,-146178.58,0,2,False,2,6,
188.16,0,662.59,0.62,0.48,5.02,0,75767.98,147399.05,309.08,-144545.8,0,2,False,2,6,
188.78,0,660.08,0.44,0.34,5.02,0,76047.07,148097.87,311.07,-143030.03,0,2,False,2,6,
189.38,0,658.46,0.25,0.19,5.02,0,76325.79,148555.29,312.17,-142045.27,0,2,False,2,6,
190.02,0,657.71,0.1,0.08,5.02,0,76604.1,148770.22,312.35,-141583.6,0,2,False,2,6,
190.64,0,657.23,0.1,0.08,5.02,0,76881.98,148903.19,312.23,-141297.49,0,2,False,2,6,
191.24,0,656.76,0.1,0.08,5.02,0,77159.41,149035.9,312.11,-141011.29,0,2,False,2,6,
191.88,0,656.28,0.1,0.08,5.02,0,77436.38,149168.37,311.99,-140724.98,0,2,False,2,6,
192.5,0,655.8,0.1,0.08,5.02,0,77712.91,149300.61,311.86,-140438.58,0,2,False,2,6,
193.12,0,655.33,0.1,0.08,5.02,0,77989,149432.61,311.74,-140152.08,0,2,False,2,6,
193.72,0,654.85,0.1,0.08,5.02,0,78264.64,149564.38,311.62,-139865.48,0,2,False,2,6,
194.36,0,654.37,0.1,0.08,5.02,0,78539.84,149695.91,311.5,-139578.79,0,2,False,2,6,
194.98,0,653.9,0.1,0.08,5.02,0,78814.59,149827.21,311.38,-139291.99,0,2,False,2,6,
195.6,0,653.43,0.1,0.08,5.02,0,79088.9,149958.27,311.26,-139005.1,0,2,False,2,6,
196.12,0,653.24,0,0,5.1,0,79327.46,150013.14,310.93,-138884.76,276.42,2,False,4,6,
196.74,0,653.24,0,0,7.1,0,79592.25,150013.08,310.33,-138884.75,276.42,2,False,4,6,
