Apoapsis,200km ,Inc,0
 
MET,Mode,dV,TWR,Throttle,Pitch,Q,Alt,Apoapsis,Eta:apo,Periapsis,Stage,Staging,Runmode,Parts
142.9,0,840.26,0.96,0.88,6.63,0.11,58387.48,169550.77,366.09,-170899.39,2,False,2,8,
143.44,0,836.16,0.92,0.84,6.64,0.1,58705.24,171087.4,369.83,-168810.83,2,False,2,8,
143.98,0,832.24,0.87,0.8,6.64,0.1,59022.87,172580.83,373.43,-166814.79,2,False,2,8,
144.52,0,828.5,0.83,0.76,6.65,0.09,59340.36,174027.28,376.9,-164912.33,2,False,2,8,
145.06,0,824.95,0.79,0.72,6.65,0.08,59657.7,175422.96,380.22,-163104.38,2,False,2,8,
145.6,0,821.59,0.75,0.68,6.66,0.08,59974.9,176764.14,383.38,-161391.76,2,False,2,8,
146.14,0,818.41,0.71,0.64,6.66,0.07,60291.94,178047.16,386.38,-159775.27,2,False,2,8,
146.68,0,815.35,0.7,0.64,6.66,0.07,60608.83,179301.43,389.28,-158215.06,2,False,2,8,
147.22,0,812.29,0.7,0.64,6.66,0.07,60925.55,180569.11,392.22,-156657.88,2,False,2,8,
147.76,0,809.23,0.7,0.64,6.65,0.06,61242.13,181851.64,395.19,-155102.28,2,False,2,8,
148.3,0,806.18,0.7,0.63,6.65,0.06,61558.55,183149.2,398.2,-153548.38,2,False,2,8,
148.84,0,803.13,0.7,0.63,6.64,0.05,61874.84,184461.96,401.24,-151996.28,2,False,2,8,
149.38,0,800.08,0.7,0.63,6.63,0.05,62190.99,185790.06,404.31,-150446.08,2,False,2,8,
149.92,0,797.04,0.7,0.63,6.62,0.05,62507,187133.71,407.42,-148897.9,2,False,2,8,
150.46,0,794,0.7,0.63,6.61,0.05,62822.89,188493.09,410.56,-147351.84,2,False,2,8,
151,0,790.96,0.7,0.63,6.59,0.04,63138.65,189868.4,413.74,-145808.01,2,False,2,8,
151.54,0,787.93,0.7,0.63,6.58,0.04,63454.3,191259.85,416.95,-144266.52,2,False,2,8,
152.08,0,784.89,0.7,0.63,6.57,0.04,63769.83,192667.63,420.2,-142727.47,2,False,2,8,
152.62,0,781.86,0.7,0.63,6.55,0.03,64085.25,194091.97,423.49,-141190.98,2,False,2,8,
153.16,0,778.84,0.7,0.63,6.53,0.03,64400.57,195533.07,426.81,-139657.17,2,False,2,8,
