Apoapsis,150km ,Inc,0
 
MET,Mode,dV,TWR,Throttle,Pitch,Q,Alt,Apoapsis,Eta:apo,Periapsis,Circ dV,Stage,Staging,Runmode,Parts
156.54,0,546.82,0.36,1,4.78,0.05,62245.53,148331.8,315.02,-178725.83,0,2,False,2,6,
157.12,0,545.18,0.32,0.89,4.81,0.04,62555.27,148785.58,315.89,-177850.99,0,2,False,2,6,
157.68,0,543.86,0.25,0.68,4.84,0.04,62864.57,149150.95,316.48,-177148.58,0,2,False,2,6,
158.28,0,542.89,0.17,0.47,4.87,0.04,63173.43,149417.26,316.75,-176636.9,0,2,False,2,6,
158.86,0,542.27,0.1,0.28,4.89,0.03,63481.82,149584.7,316.71,-176314.41,0,2,False,2,6,
159.42,0,541.8,0.1,0.28,4.91,0.03,63789.75,149712.38,316.54,-176067.66,0,2,False,2,6,
160.02,0,541.34,0.1,0.28,4.92,0.03,64097.19,149840.06,316.37,-175820.5,0,2,False,2,6,
160.6,0,540.88,0.1,0.27,4.94,0.03,64404.17,149967.72,316.21,-175572.93,0,2,False,2,6,
161.1,0,540.76,0,0,5.09,0.02,64678.98,149991.76,315.76,-175524.96,325.08,2,False,4,6,
161.64,0,540.76,0,0,6,0.02,64953.41,149988.89,315.24,-175528.99,325.08,2,False,4,6,
162.14,0,540.76,0,0,7.74,0.02,65227.48,149986.3,314.71,-175532.71,325.08,2,False,4,6,
162.66,0,540.76,0,0,10.23,0.02,65501.16,149983.99,314.18,-175536.1,325.08,2,False,4,6,
163.2,0,540.76,0,0,12.47,0.02,65774.44,149981.96,313.66,-175539.16,325.08,2,False,4,6,
163.7,0,540.76,0,0,13.88,0.01,66047.28,149980.15,313.13,-175541.92,325.08,2,False,4,6,
164.24,0,540.76,0,0,14.41,0.01,66319.7,149978.55,312.61,-175544.37,325.08,2,False,4,6,
164.74,0,540.76,0,0,14.44,0.01,66591.71,149977.13,312.08,-175546.53,325.08,2,False,4,6,
165.28,0,540.76,0,0,14.35,0.01,66863.31,149975.88,311.56,-175548.43,325.08,2,False,4,6,
165.8,0,540.76,0,0,14.3,0.01,67134.5,149974.79,311.04,-175550.08,325.08,2,False,4,6,
166.32,0,540.76,0,0,14.27,0.01,67405.3,149973.86,310.51,-175551.5,325.08,2,False,4,6,
166.84,0,540.76,0,0,14.25,0.01,67675.69,149973.05,309.99,-175552.71,325.08,2,False,4,6,
167.36,0,540.76,0,0,14.23,0,67945.68,149972.37,309.47,-175553.72,325.08,2,False,4,6,
167.88,0,540.76,0,0,14.21,0,68215.26,149971.81,308.95,-175554.54,325.08,2,False,4,6,
168.4,0,540.76,0,0,14.19,0,68484.45,149971.36,308.43,-175555.19,325.08,2,False,4,6,
168.92,0,540.76,0,0,14.17,0,68753.22,149971,307.91,-175555.68,325.08,2,False,4,6,
169.44,0,540.76,0,0,14.15,0,69021.6,149970.74,307.38,-175556.02,325.08,2,False,4,6,
169.96,0,540.76,0,0,14.13,0,69289.56,149970.56,306.86,-175556.23,325.08,2,False,4,6,
170.48,0,540.76,0,0,14.11,0,69557.13,149970.44,306.34,-175556.33,325.08,2,False,4,6,
171,0,540.76,0,0,14.09,0,69824.28,149970.37,305.82,-175556.36,325.08,2,False,4,6,
171.54,0,540.76,0,0,14.07,0,70101.29,149970.31,305.28,-175556.36,0,2,False,3,6,
172.04,0,540.76,0,0,14.05,0,70367.62,149970.26,304.76,-175556.36,325.1,2,False,4,6,
172.58,0,540.76,0,0,14.03,0,70633.54,149970.2,304.24,-175556.35,325.1,2,False,4,6,
173.08,0,540.76,0,0,14.01,0,70899.06,149970.15,303.72,-175556.35,325.1,2,False,4,6,
173.62,0,540.76,0,0,13.99,0,71164.17,149970.09,303.2,-175556.35,325.1,2,False,4,6,
174.12,0,540.76,0,0,13.97,0,71428.87,149970.04,302.68,-175556.35,325.1,2,False,4,6,
174.66,0,540.76,0,0,13.95,0,71693.16,149969.98,302.16,-175556.34,325.1,2,False,4,6,
175.18,0,540.76,0,0,13.93,0,71957.04,149969.93,301.64,-175556.34,325.1,2,False,4,6,
175.7,0,540.76,0,0,13.91,0,72220.52,149969.87,301.12,-175556.34,325.1,2,False,4,6,
176.22,0,540.76,0,0,13.89,0,72483.59,149969.82,300.6,-175556.34,325.1,2,False,4,6,
176.72,0,540.76,0,0,13.87,0,72746.24,149969.76,300.08,-175556.34,325.1,2,False,4,6,
177.26,0,540.76,0,0,13.85,0,73008.49,149969.71,299.56,-175556.33,325.1,2,False,4,6,
177.76,0,540.76,0,0,13.83,0,73270.33,149969.66,299.04,-175556.33,325.1,2,False,4,6,
178.3,0,540.76,0,0,13.81,0,73531.76,149969.6,298.52,-175556.33,325.1,2,False,4,6,
178.82,0,540.76,0,0,13.79,0,73792.77,149969.55,298,-175556.33,325.1,2,False,4,6,
179.34,0,540.76,0,0,13.77,0,74053.38,149969.5,297.48,-175556.33,325.1,2,False,4,6,
179.86,0,540.76,0,0,13.76,0,74313.57,149969.44,296.96,-175556.32,325.1,2,False,4,6,
180.44,0,540.76,0,0,13.74,0,74603.3,149969.38,296.38,-175556.32,325.1,2,False,4,6,
180.94,0,540.76,0,0,13.72,0,74862.62,149969.33,295.86,-175556.32,325.1,2,False,4,6,
181.48,0,540.76,0,0,13.7,0,75121.53,149969.28,295.34,-175556.32,325.1,2,False,4,6,
181.98,0,540.76,0,0,13.68,0,75380.03,149969.22,294.82,-175556.32,325.1,2,False,4,6,
182.52,0,540.76,0,0,13.66,0,75638.11,149969.17,294.3,-175556.31,325.1,2,False,4,6,
183.04,0,540.76,0,0,13.64,0,75895.78,149969.12,293.78,-175556.31,325.09,2,False,4,6,
183.56,0,540.76,0,0,13.63,0,76153.04,149969.06,293.26,-175556.31,325.09,2,False,4,6,
184.08,0,540.76,0,0,13.61,0,76409.88,149969.01,292.74,-175556.31,325.09,2,False,4,6,
184.6,0,540.76,0,0,13.59,0,76666.31,149968.96,292.22,-175556.31,325.09,2,False,4,6,
185.12,0,540.76,0,0,13.57,0,76922.32,149968.91,291.7,-175556.31,325.09,2,False,4,6,
185.64,0,540.76,0,0,13.56,0,77177.92,149968.85,291.18,-175556.3,325.09,2,False,4,6,
186.16,0,540.76,0,0,13.54,0,77433.1,149968.8,290.66,-175556.3,325.09,2,False,4,6,
186.68,0,540.76,0,0,13.52,0,77687.87,149968.75,290.14,-175556.3,325.09,2,False,4,6,
187.2,0,540.76,0,0,13.5,0,77942.22,149968.7,289.62,-175556.3,325.09,2,False,4,6,
187.7,0,540.76,0,0,13.49,0,78196.16,149968.65,289.1,-175556.3,325.09,2,False,4,6,
188.24,0,540.76,0,0,13.47,0,78449.67,149968.6,288.58,-175556.3,325.09,2,False,4,6,
188.74,0,540.76,0,0,13.45,0,78702.77,149968.54,288.06,-175556.3,325.09,2,False,4,6,
189.28,0,540.76,0,0,13.43,0,78955.46,149968.49,287.54,-175556.29,325.09,2,False,4,6,
189.78,0,540.76,0,0,13.42,0,79207.72,149968.44,287.02,-175556.29,325.09,2,False,4,6,
190.32,0,540.76,0,0,13.4,0,79459.57,149968.39,286.5,-175556.29,325.09,2,False,4,6,
190.82,0,540.76,0,0,13.38,0,79711,149968.34,285.98,-175556.29,325.09,2,False,4,6,
191.36,0,540.76,0,0,13.36,0,79962.01,149968.29,285.46,-175556.29,325.09,2,False,4,6,
191.88,0,540.76,0,0,13.35,0,80212.6,149968.23,284.94,-175556.29,325.09,2,False,4,6,
192.4,0,540.76,0,0,13.33,0,80462.78,149968.18,284.42,-175556.29,325.09,2,False,4,6,
192.92,0,540.76,0,0,13.31,0,80712.53,149968.13,283.9,-175556.29,325.09,2,False,4,6,
193.44,0,540.76,0,0,13.29,0,80961.86,149968.08,283.38,-175556.28,325.09,2,False,4,6,
193.96,0,540.76,0,0,13.28,0,81210.78,149968.03,282.86,-175556.28,325.09,2,False,4,6,
194.48,0,540.76,0,0,13.26,0,81459.27,149967.98,282.34,-175556.28,325.09,2,False,4,6,
195,0,540.76,0,0,13.24,0,81707.34,149967.93,281.82,-175556.28,325.09,2,False,4,6,
195.52,0,540.76,0,0,13.22,0,81955,149967.88,281.3,-175556.28,325.09,2,False,4,6,
196.04,0,540.76,0,0,13.21,0,82202.23,149967.83,280.78,-175556.28,325.09,2,False,4,6,
196.56,0,540.76,0,0,13.19,0,82449.04,149967.78,280.26,-175556.28,325.09,2,False,4,6,
197.08,0,540.76,0,0,13.17,0,82695.43,149967.73,279.74,-175556.28,325.09,2,False,4,6,
197.6,0,540.76,0,0,13.15,0,82941.39,149967.67,279.22,-175556.28,325.09,2,False,4,6,
198.12,0,540.76,0,0,13.14,0,83186.94,149967.62,278.7,-175556.28,325.09,2,False,4,6,
198.62,0,540.76,0,0,13.12,0,83432.06,149967.57,278.18,-175556.27,325.09,2,False,4,6,
199.16,0,540.76,0,0,13.1,0,83676.76,149967.52,277.66,-175556.27,325.09,2,False,4,6,
199.66,0,540.76,0,0,13.08,0,83921.03,149967.47,277.14,-175556.27,325.09,2,False,4,6,
200.2,0,540.76,0,0,13.07,0,84164.88,149967.42,276.62,-175556.27,325.09,2,False,4,6,
200.7,0,540.76,0,0,13.05,0,84408.31,149967.37,276.1,-175556.27,325.09,2,False,4,6,
201.24,0,540.76,0,0,13.03,0,84651.32,149967.32,275.58,-175556.27,325.09,2,False,4,6,
201.76,0,540.76,0,0,13.01,0,84893.9,149967.28,275.06,-175556.27,325.09,2,False,4,6,
202.28,0,540.76,0,0,12.99,0,85136.05,149967.23,274.54,-175556.27,325.09,2,False,4,6,
202.8,0,540.76,0,0,12.98,0,85377.78,149967.18,274.02,-175556.27,325.09,2,False,4,6,
203.32,0,540.76,0,0,12.96,0,85619.09,149967.13,273.5,-175556.27,325.09,2,False,4,6,
203.84,0,540.76,0,0,12.94,0,85859.97,149967.08,272.98,-175556.27,325.09,2,False,4,6,
204.34,0,540.76,0,0,12.92,0,86100.43,149967.03,272.46,-175556.27,325.09,2,False,4,6,
204.88,0,540.76,0,0,12.91,0,86340.46,149966.98,271.94,-175556.27,325.09,2,False,4,6,
205.4,0,540.76,0,0,12.89,0,86580.06,149966.93,271.42,-175556.27,325.09,2,False,4,6,
205.92,0,540.76,0,0,12.87,0,86819.24,149966.88,270.9,-175556.27,325.09,2,False,4,6,
206.42,0,540.76,0,0,12.85,0,87057.99,149966.83,270.38,-175556.27,325.09,2,False,4,6,
206.96,0,540.76,0,0,12.83,0,87296.31,149966.78,269.86,-175556.27,325.09,2,False,4,6,
207.46,0,540.76,0,0,12.82,0,87534.21,149966.74,269.34,-175556.27,325.09,2,False,4,6,
208,0,540.76,0,0,12.8,0,87771.68,149966.69,268.82,-175556.27,325.09,2,False,4,6,
208.5,0,540.76,0,0,12.78,0,88008.72,149966.64,268.3,-175556.26,325.09,2,False,4,6,
209.04,0,540.76,0,0,12.76,0,88245.33,149966.59,267.78,-175556.26,325.09,2,False,4,6,
209.54,0,540.76,0,0,12.74,0,88481.52,149966.54,267.26,-175556.26,325.09,2,False,4,6,
210.08,0,540.76,0,0,12.72,0,88717.27,149966.49,266.74,-175556.26,325.09,2,False,4,6,
210.58,0,540.76,0,0,12.71,0,88952.6,149966.45,266.22,-175556.26,325.09,2,False,4,6,
211.12,0,540.76,0,0,12.69,0,89187.5,149966.4,265.7,-175556.26,325.09,2,False,4,6,
211.64,0,540.76,0,0,12.67,0,89421.97,149966.35,265.18,-175556.26,325.09,2,False,4,6,
212.16,0,540.76,0,0,12.65,0,89656.01,149966.3,264.66,-175556.26,325.09,2,False,4,6,
212.68,0,540.76,0,0,12.63,0,89889.62,149966.25,264.14,-175556.26,325.09,2,False,4,6,
213.18,0,540.76,0,0,12.61,0,90122.81,149966.21,263.62,-175556.26,325.09,2,False,4,6,
213.72,0,540.76,0,0,12.6,0,90355.56,149966.16,263.1,-175556.26,325.09,2,False,4,6,
214.22,0,540.76,0,0,12.58,0,90587.88,149966.11,262.58,-175556.26,325.09,2,False,4,6,
214.76,0,540.76,0,0,12.56,0,90819.77,149966.07,262.06,-175556.26,325.09,2,False,4,6,
215.28,0,540.76,0,0,12.54,0,91051.23,149966.02,261.54,-175556.26,325.09,2,False,4,6,
215.8,0,540.76,0,0,12.52,0,91282.26,149965.97,261.02,-175556.26,325.09,2,False,4,6,
216.32,0,540.76,0,0,12.5,0,91512.86,149965.93,260.5,-175556.26,325.09,2,False,4,6,
216.84,0,540.76,0,0,12.48,0,91743.02,149965.88,259.98,-175556.26,325.09,2,False,4,6,
217.36,0,540.76,0,0,12.47,0,91972.76,149965.83,259.46,-175556.26,325.09,2,False,4,6,
217.88,0,540.76,0,0,12.45,0,92202.06,149965.78,258.94,-175556.27,325.09,2,False,4,6,
218.4,0,540.76,0,0,12.43,0,92430.93,149965.74,258.42,-175556.27,325.09,2,False,4,6,
218.92,0,540.76,0,0,12.41,0,92659.37,149965.69,257.9,-175556.27,325.09,2,False,4,6,
219.42,0,540.76,0,0,12.39,0,92887.37,149965.64,257.38,-175556.27,325.09,2,False,4,6,
219.96,0,540.76,0,0,12.37,0,93114.95,149965.6,256.86,-175556.27,325.09,2,False,4,6,
220.46,0,540.76,0,0,12.35,0,93342.09,149965.55,256.34,-175556.27,325.09,2,False,4,6,
221,0,540.76,0,0,12.33,0,93568.79,149965.5,255.82,-175556.27,325.09,2,False,4,6,
221.52,0,540.76,0,0,12.32,0,93795.06,149965.46,255.3,-175556.27,325.09,2,False,4,6,
222.04,0,540.76,0,0,12.3,0,94020.9,149965.41,254.78,-175556.27,325.09,2,False,4,6,
222.56,0,540.76,0,0,12.28,0,94246.31,149965.37,254.26,-175556.27,325.09,2,False,4,6,
223.08,0,540.76,0,0,12.26,0,94471.28,149965.32,253.74,-175556.27,325.09,2,False,4,6,
223.6,0,540.76,0,0,12.24,0,94695.81,149965.27,253.22,-175556.27,325.09,2,False,4,6,
224.12,0,540.76,0,0,12.22,0,94919.91,149965.23,252.7,-175556.27,325.09,2,False,4,6,
224.64,0,540.76,0,0,12.2,0,95143.58,149965.18,252.18,-175556.27,325.09,2,False,4,6,
225.16,0,540.76,0,0,12.18,0,95366.81,149965.14,251.66,-175556.27,325.09,2,False,4,6,
225.68,0,540.76,0,0,12.16,0,95589.6,149965.09,251.14,-175556.27,325.09,2,False,4,6,
226.18,0,540.76,0,0,12.14,0,95811.97,149965.05,250.62,-175556.27,325.09,2,False,4,6,
226.72,0,540.76,0,0,12.12,0,96033.89,149965,250.1,-175556.27,325.09,2,False,4,6,
227.22,0,540.76,0,0,12.1,0,96255.38,149964.96,249.58,-175556.27,325.09,2,False,4,6,
227.76,0,540.76,0,0,12.08,0,96476.43,149964.91,249.06,-175556.28,325.09,2,False,4,6,
228.26,0,540.76,0,0,12.07,0,96697.05,149964.87,248.54,-175556.28,325.09,2,False,4,6,
228.8,0,540.76,0,0,12.05,0,96917.23,149964.82,248.02,-175556.28,325.09,2,False,4,6,
229.3,0,540.76,0,0,12.03,0,97136.97,149964.78,247.5,-175556.28,325.09,2,False,4,6,
229.84,0,540.76,0,0,12.01,0,97356.27,149964.73,246.98,-175556.28,325.09,2,False,4,6,
230.34,0,540.76,0,0,11.99,0,97575.14,149964.69,246.46,-175556.28,325.09,2,False,4,6,
230.88,0,540.76,0,0,11.97,0,97793.57,149964.64,245.94,-175556.28,325.09,2,False,4,6,
231.38,0,540.76,0,0,11.95,0,98011.57,149964.6,245.42,-175556.28,325.09,2,False,4,6,
231.92,0,540.76,0,0,11.93,0,98229.12,149964.55,244.9,-175556.28,325.09,2,False,4,6,
232.44,0,540.76,0,0,11.91,0,98446.24,149964.51,244.38,-175556.28,325.09,2,False,4,6,
232.96,0,540.76,0,0,11.89,0,98662.92,149964.46,243.86,-175556.28,325.09,2,False,4,6,
233.46,0,540.76,0,0,11.87,0,98879.16,149964.42,243.34,-175556.29,325.09,2,False,4,6,
234,0,540.76,0,0,11.85,0,99094.96,149964.37,242.82,-175556.29,325.09,2,False,4,6,
234.5,0,540.76,0,0,11.83,0,99310.32,149964.33,242.3,-175556.29,325.09,2,False,4,6,
235.04,0,540.76,0,0,11.81,0,99525.25,149964.29,241.78,-175556.29,325.09,2,False,4,6,
235.56,0,540.75,0,0,11.79,0,99739.73,149964.24,241.26,-175556.29,325.09,2,False,4,6,
236.08,0,540.75,0,0,11.77,0,99953.78,149964.2,240.74,-175556.29,325.08,2,False,4,6,
236.6,0,540.75,0,0,11.76,0,100167.41,149968.54,240.23,-175560.83,325.1,2,False,4,6,
237.12,0,540.75,0,0,11.74,0,100380.62,149968.54,239.71,-175560.83,325.1,2,False,4,6,
237.64,0,540.75,0,0,11.72,0,100593.39,149968.54,239.19,-175560.83,325.1,2,False,4,6,
238.16,0,540.75,0,0,11.7,0,100805.72,149968.54,238.67,-175560.83,325.1,2,False,4,6,
238.68,0,540.75,0,0,11.68,0,101017.6,149968.54,238.15,-175560.83,325.1,2,False,4,6,
239.2,0,540.75,0,0,11.66,0,101229.05,149968.54,237.63,-175560.83,325.1,2,False,4,6,
239.72,0,540.75,0,0,11.64,0,101440.06,149968.54,237.11,-175560.83,325.1,2,False,4,6,
240.24,0,540.75,0,0,11.62,0,101650.63,149968.54,236.59,-175560.83,325.1,2,False,4,6,
240.76,0,540.75,0,0,11.6,0,101860.75,149968.54,236.07,-175560.83,325.1,2,False,4,6,
241.28,0,540.75,0,0,11.58,0,102070.43,149968.54,235.55,-175560.83,325.1,2,False,4,6,
241.8,0,540.75,0,0,11.56,0,102279.68,149968.54,235.03,-175560.83,325.1,2,False,4,6,
242.32,0,540.75,0,0,11.54,0,102488.48,149968.54,234.51,-175560.83,325.1,2,False,4,6,
242.84,0,540.75,0,0,11.52,0,102696.84,149968.54,233.99,-175560.83,325.1,2,False,4,6,
243.34,0,540.75,0,0,11.5,0,102904.75,149968.54,233.47,-175560.83,325.1,2,False,4,6,
243.88,0,540.75,0,0,11.48,0,103112.23,149968.54,232.95,-175560.83,325.1,2,False,4,6,
244.38,0,540.75,0,0,11.45,0,103319.26,149968.54,232.43,-175560.83,325.1,2,False,4,6,
244.92,0,540.75,0,0,11.43,0,103525.85,149968.54,231.91,-175560.83,325.1,2,False,4,6,
245.44,0,540.75,0,0,11.41,0,103732,149968.54,231.39,-175560.83,325.1,2,False,4,6,
245.96,0,540.75,0,0,11.39,0,103937.7,149968.54,230.87,-175560.83,325.1,2,False,4,6,
246.48,0,540.75,0,0,11.37,0,104142.96,149968.54,230.35,-175560.83,325.1,2,False,4,6,
247,0,540.75,0,0,11.35,0,104347.78,149968.54,229.83,-175560.83,325.1,2,False,4,6,
247.52,0,540.75,0,0,11.33,0,104552.15,149968.54,229.31,-175560.83,325.1,2,False,4,6,
248.04,0,540.75,0,0,11.31,0,104756.08,149968.54,228.79,-175560.83,325.1,2,False,4,6,
248.56,0,540.75,0,0,11.29,0,104959.57,149968.54,228.27,-175560.83,325.1,2,False,4,6,
249.08,0,540.75,0,0,11.26,0,105162.61,149968.54,227.75,-175560.83,325.1,2,False,4,6,
249.6,0,540.75,0,0,11.24,0,105365.21,149968.54,227.23,-175560.83,325.1,2,False,4,6,
250.12,0,540.75,0,0,11.22,0,105567.37,149968.54,226.71,-175560.83,325.1,2,False,4,6,
250.64,0,540.75,0,0,11.2,0,105769.08,149968.54,226.19,-175560.83,325.1,2,False,4,6,
251.14,0,540.75,0,0,11.18,0,105970.34,149968.54,225.67,-175560.83,325.1,2,False,4,6,
251.68,0,540.75,0,0,11.16,0,106171.16,149968.54,225.15,-175560.83,325.1,2,False,4,6,
252.18,0,540.75,0,0,11.14,0,106371.54,149968.54,224.63,-175560.83,325.1,2,False,4,6,
252.72,0,540.75,0,0,11.12,0,106571.47,149968.54,224.11,-175560.83,325.1,2,False,4,6,
253.22,0,540.75,0,0,11.09,0,106770.95,149968.54,223.59,-175560.83,325.1,2,False,4,6,
253.76,0,540.75,0,0,11.07,0,106969.99,149968.54,223.07,-175560.83,325.1,2,False,4,6,
254.28,0,540.75,0,0,11.05,0,107168.59,149968.54,222.55,-175560.83,325.1,2,False,4,6,
254.8,0,540.75,0,0,11.03,0,107366.74,149968.54,222.03,-175560.83,325.1,2,False,4,6,
255.32,0,540.75,0,0,11.01,0,107564.44,149968.54,221.51,-175560.83,325.1,2,False,4,6,
255.84,0,540.75,0,0,10.99,0,107761.7,149968.54,220.99,-175560.83,325.1,2,False,4,6,
256.36,0,540.75,0,0,10.97,0,107958.51,149968.54,220.47,-175560.83,325.1,2,False,4,6,
256.88,0,540.75,0,0,10.95,0,108154.87,149968.54,219.95,-175560.83,325.1,2,False,4,6,
257.4,0,540.75,0,0,10.92,0,108350.79,149968.54,219.43,-175560.83,325.1,2,False,4,6,
257.92,0,540.75,0,0,10.9,0,108546.26,149968.54,218.91,-175560.83,325.1,2,False,4,6,
258.44,0,540.75,0,0,10.88,0,108741.28,149968.54,218.39,-175560.83,325.1,2,False,4,6,
258.96,0,540.75,0,0,10.86,0,108935.86,149968.54,217.87,-175560.83,325.1,2,False,4,6,
259.48,0,540.75,0,0,10.84,0,109129.99,149968.54,217.35,-175560.83,325.1,2,False,4,6,
260,0,540.75,0,0,10.82,0,109323.67,149968.54,216.83,-175560.83,325.1,2,False,4,6,
260.52,0,540.75,0,0,10.79,0,109516.91,149968.54,216.31,-175560.83,325.1,2,False,4,6,
261.02,0,540.75,0,0,10.77,0,109709.69,149968.54,215.79,-175560.83,325.1,2,False,4,6,
261.56,0,540.75,0,0,10.75,0,109902.03,149968.54,215.27,-175560.83,325.1,2,False,4,6,
262.06,0,540.75,0,0,10.73,0,110093.92,149968.54,214.75,-175560.83,325.1,2,False,4,6,
262.6,0,540.75,0,0,10.71,0,110285.37,149968.54,214.23,-175560.83,325.1,2,False,4,6,
263.1,0,540.75,0,0,10.69,0,110476.36,149968.54,213.71,-175560.83,325.1,2,False,4,6,
263.64,0,540.75,0,0,10.66,0,110666.91,149968.54,213.19,-175560.83,325.1,2,False,4,6,
264.16,0,540.75,0,0,10.64,0,110857.01,149968.54,212.67,-175560.83,325.1,2,False,4,6,
